Wall time,Step,Value
1715452780.800014,8192,0.4645605981349945
1715452785.3379,16384,0.2717876434326172
1715452789.859948,24576,0.24800780415534973
1715452794.324963,32768,0.26312255859375
1715452798.848308,40960,0.2785937488079071
1715452803.319382,49152,0.3201245665550232
1715452807.630721,57344,0.36643093824386597
1715452811.860665,65536,0.44561129808425903
1715452816.286771,73728,0.6402411460876465
1715452820.691592,81920,0.7477050423622131
1715452825.099055,90112,0.8349677920341492
1715452829.4568121,98304,0.8788340091705322
1715452834.081192,106496,0.9081367254257202
1715452838.700308,114688,0.9335458874702454
1715452843.149685,122880,0.9294766187667847
1715452847.657846,131072,0.9419217705726624
1715452852.276076,139264,0.9357011318206787
1715452856.9618711,147456,0.9423701167106628
1715452861.667827,155648,0.953198254108429
1715452866.381516,163840,0.9418623447418213
1715452870.748857,172032,0.9571093320846558
1715452875.275309,180224,0.9620224833488464
1715452879.718763,188416,0.9576455354690552
1715452884.38833,196608,0.9503788948059082
1715452888.74503,204800,0.9673486351966858
