Wall time,Step,Value
1715444573.950429,8192,0.0
1715444578.399308,16384,0.01047851238399744
1715444582.873494,24576,0.008382810279726982
1715444587.2664142,32768,0.0
1715444591.609189,40960,0.0
1715444595.9621491,49152,0.0
1715444600.299249,57344,0.0
1715444604.6866748,65536,0.0
1715444609.064051,73728,0.0
1715444613.4491708,81920,0.0
1715444617.793225,90112,0.0
1715444622.118405,98304,0.0
1715444626.4258292,106496,0.0
1715444630.872056,114688,0.0
1715444635.288924,122880,0.008417969569563866
1715444639.621959,131072,0.008417969569563866
1715444644.243011,139264,0.06027049943804741
1715444648.6053839,147456,0.18112793564796448
1715444653.278734,155648,0.5004873275756836
1715444657.493727,163840,0.882128894329071
1715444661.959448,172032,0.9343301057815552
1715444666.343282,180224,0.9577333927154541
1715444670.46084,188416,0.9628661870956421
1715444674.789089,196608,0.966241180896759
1715444678.886009,204800,0.9686757922172546
