Wall time,Step,Value
1715454143.7859688,6000,896.0
1715454148.61363,8000,896.0
1715454152.7360764,10000,952.888916015625
1715454156.9000952,12000,829.9166870117188
1715454161.0667655,14000,857.6428833007812
1715454164.7834008,16000,878.4375
1715454168.940539,18000,884.1578979492188
1715454182.9828577,20000,858.3333129882812
1715454187.3639073,22000,865.8636474609375
1715454191.9965053,24000,884.8400268554688
1715454196.4268167,26000,890.1923217773438
1715454200.415529,28000,904.0344848632812
1715454204.4113197,30000,908.0333251953125
1715454208.4223053,32000,914.6764526367188
1715454212.4390852,34000,914.6764526367188
1715454216.4603972,36000,926.1842041015625
1715454220.4245253,38000,907.6923217773438
1715454234.0301852,40000,903.279052734375
1715454237.6936555,42000,903.279052734375
1715454241.9736001,44000,904.9361572265625
1715454245.920885,46000,893.8571166992188
1715454250.1001074,48000,890.826904296875
1715454254.0302522,50000,893.2777709960938
1715454257.8959508,52000,896.9464111328125
1715454261.7404563,54000,887.5423583984375
1715454265.7706397,56000,888.6065673828125
1715454269.7769709,58000,871.4923095703125
1715454283.6451526,60000,872.1044921875
1715454287.525339,62000,876.5072631835938
1715454291.3329678,64000,880.6619873046875
1715454296.0870993,66000,883.0274047851562
1715454300.7090914,68000,878.7105102539062
1715454305.6043804,70000,865.4556884765625
1715454310.6083238,72000,846.3928833007812
1715454315.24757,74000,842.1627807617188
1715454320.0330112,76000,842.4091186523438
1715454324.340499,78000,818.9569702148438
1715454338.6149695,80000,801.7653198242188
1715454343.3324668,82000,769.77001953125
1715454347.8275578,84000,743.4500122070312
1715454352.2198427,86000,699.510009765625
1715454357.1372612,88000,651.9000244140625
1715454361.3771653,90000,562.8900146484375
1715454365.445348,92000,538.1699829101562
1715454369.6260014,94000,503.5199890136719
1715454373.6819968,96000,467.0799865722656
1715454377.779168,98000,397.8399963378906
1715454390.6848187,100000,321.3699951171875
1715454394.6646566,102000,233.1199951171875
1715454398.7447915,104000,177.44000244140625
1715454402.600284,106000,111.37999725341797
1715454406.4383037,108000,67.25
1715454410.3601778,110000,52.029998779296875
1715454414.2977304,112000,47.9900016784668
1715454418.2111666,114000,43.279998779296875
1715454422.1420543,116000,40.54999923706055
1715454426.09694,118000,38.47999954223633
1715454439.4271119,120000,36.04999923706055
1715454443.2414627,122000,35.189998626708984
1715454446.771921,124000,34.459999084472656
1715454450.7020538,126000,32.900001525878906
1715454454.6004233,128000,33.790000915527344
1715454458.362368,130000,33.400001525878906
1715454462.292384,132000,31.5
1715454466.1391902,134000,31.280000686645508
1715454469.92501,136000,31.25
1715454473.92038,138000,30.600000381469727
1715454477.9046025,140000,29.90999984741211
1715454482.1761463,142000,29.81999969482422
1715454486.5630322,144000,29.790000915527344
1715454491.0324414,146000,29.760000228881836
1715454495.0821617,148000,29.790000915527344
1715454499.1288533,150000,30.610000610351562
1715454503.5254889,152000,30.149999618530273
1715454507.8716187,154000,29.139999389648438
1715454511.9517453,156000,29.489999771118164
1715454516.0044773,158000,29.510000228881836
1715454520.0949326,160000,29.520000457763672
1715454524.0750651,162000,29.579999923706055
1715454528.073073,164000,29.389999389648438
1715454531.6608553,166000,29.219999313354492
1715454535.382347,168000,29.309999465942383
1715454539.3956664,170000,28.969999313354492
1715454544.0918546,172000,29.18000030517578
1715454548.1132343,174000,28.920000076293945
1715454552.0052466,176000,29.8799991607666
1715454555.9373257,178000,28.959999084472656
1715454560.1621022,180000,28.719999313354492
1715454564.6439266,182000,28.90999984741211
1715454569.3251379,184000,28.950000762939453
1715454573.5034359,186000,28.549999237060547
1715454578.3035276,188000,28.809999465942383
1715454583.4273212,190000,28.670000076293945
1715454587.7758589,192000,28.709999084472656
1715454592.1659114,194000,28.530000686645508
1715454596.4012878,196000,28.559999465942383
1715454600.8527908,198000,28.6200008392334
1715454605.3559418,200000,28.719999313354492
