Wall time,Step,Value
1715454090.7901542,2000,170.3333282470703
1715454095.2662404,4000,383.75
1715454099.3583555,6000,431.6666564941406
1715454103.546845,8000,535.2307739257812
1715454108.2545116,10000,545.5625
1715454112.4733138,12000,517.6500244140625
1715454116.2800765,14000,541.7619018554688
1715454119.9141064,16000,572.3461303710938
1715454123.592112,18000,556.5357055664062
1715454136.604955,20000,582.1935424804688
1715454141.3031666,22000,592.5882568359375
1715454145.6705449,24000,604.7777709960938
1715454150.0254743,26000,607.6829223632812
1715454154.0873191,28000,569.521728515625
1715454157.995546,30000,577.244873046875
1715454161.905186,32000,587.5490112304688
1715454165.7444813,34000,592.9259033203125
1715454170.372694,36000,597.440673828125
1715454174.7445204,38000,588.5081787109375
1715454187.301044,40000,597.6212158203125
1715454192.403422,42000,581.8571166992188
1715454197.2346725,44000,568.48681640625
1715454201.6642199,46000,562.7307739257812
1715454206.027092,48000,575.2222290039062
1715454210.366186,50000,580.6951293945312
1715454214.6799135,52000,596.3411865234375
1715454218.992404,54000,578.9347534179688
1715454223.1889997,56000,552.646484375
1715454227.5354931,58000,555.1799926757812
1715454239.2598283,60000,565.4500122070312
1715454243.722123,62000,556.0499877929688
1715454248.0747116,64000,533.719970703125
1715454252.4815345,66000,535.2100219726562
1715454256.628015,68000,515.9400024414062
1715454260.9004805,70000,527.1900024414062
1715454265.1292708,72000,494.94000244140625
1715454269.2844057,74000,481.6000061035156
1715454274.2521572,76000,474.6000061035156
1715454278.9654443,78000,439.04998779296875
1715454292.781795,80000,426.04998779296875
1715454298.1607614,82000,404.0299987792969
1715454303.4174297,84000,401.239990234375
1715454308.8732975,86000,398.6400146484375
1715454314.0483375,88000,357.3900146484375
1715454319.7306342,90000,345.54998779296875
1715454324.4532585,92000,325.5400085449219
1715454329.5861375,94000,314.3800048828125
1715454333.904836,96000,297.8500061035156
1715454338.8613002,98000,251.74000549316406
1715454355.3235097,100000,261.3399963378906
1715454360.2524223,102000,243.83999633789062
1715454364.7610343,104000,238.8699951171875
1715454369.2242253,106000,241.5500030517578
1715454373.5319104,108000,210.89999389648438
1715454377.8930545,110000,212.77999877929688
1715454381.9710586,112000,217.2899932861328
1715454385.8790674,114000,221.19000244140625
1715454390.0351884,116000,212.6300048828125
1715454394.3315904,118000,226.02999877929688
1715454401.063556,120000,236.35000610351562
1715454405.3732665,122000,245.60000610351562
1715454409.6356783,124000,242.86000061035156
1715454413.9155445,126000,243.0500030517578
1715454418.1620092,128000,261.1300048828125
1715454422.6083405,130000,263.2099914550781
1715454426.8071604,132000,256.1600036621094
1715454430.9318151,134000,253.8300018310547
1715454434.8737,136000,250.1300048828125
1715454439.072219,138000,255.3000030517578
1715454447.471592,140000,233.32000732421875
1715454451.884253,142000,224.11000061035156
1715454456.114797,144000,218.13999938964844
1715454460.309924,146000,211.77000427246094
1715454464.5405643,148000,206.57000732421875
1715454468.7870662,150000,193.1699981689453
1715454473.3501413,152000,182.07000732421875
1715454477.4957793,154000,176.9600067138672
1715454481.9263005,156000,189.30999755859375
1715454486.4059715,158000,197.83999633789062
1715454499.828506,160000,219.69000244140625
1715454504.5000563,162000,207.6999969482422
1715454509.0314076,164000,207.39999389648438
1715454513.4836655,166000,173.67999267578125
1715454517.8300183,168000,173.92999267578125
1715454522.2097564,170000,191.85000610351562
1715454526.7135928,172000,189.10000610351562
1715454530.9351897,174000,162.52000427246094
1715454535.1492712,176000,151.6699981689453
1715454539.6120913,178000,136.8800048828125
1715454545.415115,180000,143.3699951171875
1715454549.8588643,182000,120.38999938964844
1715454554.250262,184000,122.05999755859375
1715454558.5966263,186000,99.79000091552734
1715454563.7788138,188000,89.22000122070312
1715454568.9927583,190000,88.72000122070312
1715454573.8267815,192000,101.30000305175781
1715454580.03431,194000,106.73999786376953
1715454585.7586334,196000,101.68000030517578
1715454591.4604297,198000,116.38999938964844
1715454606.046113,200000,122.45999908447266
