Wall time,Step,Value
1715454182.6572585,2000,227.0
1715454187.1490457,4000,227.0
1715454191.9162107,6000,864.5999755859375
1715454196.3780055,8000,864.5999755859375
1715454200.464554,10000,918.4444580078125
1715454204.461521,12000,902.7000122070312
1715454208.6177056,14000,930.6923217773438
1715454212.6825294,16000,937.3571166992188
1715454216.7276876,18000,952.6470336914062
1715454229.4440422,20000,948.0
1715454233.064214,22000,955.2380981445312
1715454236.7278125,24000,961.2174072265625
1715454240.8744302,26000,961.2000122070312
1715454244.871068,28000,963.6153564453125
1715454248.9428887,30000,969.862060546875
1715454253.0144727,32000,958.225830078125
1715454256.9493847,34000,962.2120971679688
1715454260.9641097,36000,965.7428588867188
1715454264.9589188,38000,968.8919067382812
1715454278.301674,40000,969.2307739257812
1715454282.1772351,42000,971.9024658203125
1715454285.8272967,44000,973.1428833007812
1715454289.7677019,46000,976.5333251953125
1715454293.9050798,48000,977.5652465820312
1715454298.8122797,50000,980.4081420898438
1715454303.6735091,52000,973.0392456054688
1715454308.7691622,54000,974.9622802734375
1715454313.4889812,56000,976.7454833984375
1715454318.818784,58000,978.4035034179688
1715454333.243982,60000,979.9491577148438
1715454337.71206,62000,981.3934326171875
1715454342.2579997,64000,977.703125
1715454346.9851167,66000,978.4154052734375
1715454351.5006535,68000,980.4264526367188
1715454356.5491338,70000,981.0579833984375
1715454360.9004223,72000,982.8472290039062
1715454365.1629622,74000,983.4109497070312
1715454369.3606372,76000,983.131591796875
1715454373.4154751,78000,983.662353515625
1715454386.2386742,80000,985.1749877929688
1715454390.160764,82000,985.654296875
1715454394.1317196,84000,987.0238037109375
1715454398.2617176,86000,987.4588012695312
1715454402.0651755,88000,986.6136474609375
1715454406.2051125,90000,987.03369140625
1715454410.1685321,92000,988.2391357421875
1715454414.2318454,94000,984.3829956054688
1715454418.3328135,96000,984.7999877929688
1715454422.4334075,98000,986.0
1715454434.998362,100000,986.3838500976562
1715454438.9363012,102000,990.3900146484375
1715454442.9628992,104000,983.2899780273438
1715454446.6553473,106000,983.2899780273438
1715454450.7851837,108000,981.969970703125
1715454454.8143048,110000,981.4500122070312
1715454458.845279,112000,979.5800170898438
1715454462.841999,114000,959.6500244140625
1715454466.8720045,116000,959.6500244140625
1715454471.1510267,118000,959.1099853515625
1715454484.8897562,120000,953.1199951171875
1715454489.4266732,122000,944.9000244140625
1715454493.633325,124000,896.5399780273438
1715454497.9630857,126000,869.8200073242188
1715454502.4428234,128000,841.6199951171875
1715454506.9890342,130000,813.0800170898438
1715454511.1855526,132000,801.3099975585938
1715454515.2823055,134000,775.6300048828125
1715454519.4121532,136000,752.1900024414062
1715454523.6087854,138000,748.010009765625
1715454536.9183617,140000,742.1500244140625
1715454541.8104672,142000,712.9000244140625
1715454545.907135,144000,695.3099975585938
1715454550.0907083,146000,655.6199951171875
1715454554.1503446,148000,576.9199829101562
1715454558.2636135,150000,543.8499755859375
1715454562.9988947,152000,507.4800109863281
1715454567.859318,154000,459.489990234375
1715454572.5429742,156000,428.7799987792969
1715454577.466627,158000,411.8800048828125
1715454593.7596378,160000,376.30999755859375
1715454598.1484435,162000,347.4800109863281
1715454603.0020077,164000,327.94000244140625
1715454608.6496143,166000,281.510009765625
1715454613.1246283,168000,235.14999389648438
1715454616.6840682,170000,198.58999633789062
1715454620.4328554,172000,131.3699951171875
1715454624.361962,174000,84.66999816894531
1715454627.8554459,176000,62.95000076293945
1715454631.1213746,178000,55.29999923706055
1715454641.240615,180000,48.47999954223633
1715454644.3165874,182000,41.7400016784668
1715454647.0046306,184000,38.380001068115234
1715454649.6167762,186000,38.880001068115234
1715454652.3635361,188000,36.2599983215332
1715454655.0359135,190000,34.09000015258789
1715454657.7087677,192000,35.369998931884766
1715454660.4077733,194000,34.0
1715454663.1003506,196000,32.22999954223633
1715454665.671262,198000,30.899999618530273
1715454668.535234,200000,30.200000762939453
